501;0.000000;0.000059
1000;0.000000;0.000058
2000;0.000000;0.000061
4000;0.000000;0.000063
8000;0.000000;0.000065
16000;0.000000;0.000066
32000;0.000000;0.000086
64000;100.000000;0.000115
128000;100.000000;0.000174
240000;100.000000;0.000282
