501;0.000000;0.000059
1000;0.000000;0.000059
2000;0.000000;0.000068
4000;0.000000;0.000070
8000;0.100000;0.000086
16000;0.000000;0.000113
32000;0.000000;0.000179
64000;100.000000;0.000315
128000;100.000000;0.000569
240000;100.000000;0.000982
