501;2;0;1
501;4;1;0
501;8;1;4
501;16;1;7
1000;2;0;1
1000;4;1;1
1000;8;1;4
1000;16;1;7
2000;2;0;1
2000;4;1;1
2000;8;1;4
2000;16;1;304
4000;2;0;0
4000;4;1;0
4000;8;1;4
4000;16;1;6
